model,task,context_length,depth_pct,question,expected_answer,model_response,prompt_tokens,completion_tokens,cached_tokens,tokens_used,latency_s,response_chars,question_chars,context_chars,sample_id,experiment,variant,needle_style,domain,difficulty,answer_type,num_needles,distractor_count,target_needle_id,inserted_needles,hops,scoring_mode,answer_aliases,error,judge_score,judge_reason,judge_method,em_score,lexical_contains_score,contains_score,judge_status,score_source,expected_answer_chars,row_cost_cny,contains_per_1k_output_tokens,contains_per_cny,api_failed,content_filter,infra_api_failed,eval_valid
kimi,niah,16000,75.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,15599,6,0,15605,2.14,7,19,15921,v2-niah-16000-75-08-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.9363,166.66666666666666,1.0680337498664958,0,0,0,1
kimi,niah,16000,75.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,16587,6,0,16593,2.26,5,18,15854,v2-niah-16000-75-09-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.99558,166.66666666666666,1.0044396231342534,0,0,0,1
kimi,niah,16000,90.0,区域配送的 SLA 指标是多少？,92.1%,96.4% 的妥投率和 92.1% 的 24 小时履约率,16165,25,0,16190,2.83,28,16,15901,v2-niah-16000-90-00-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,,,,,0,1,1,not_required,lexical,5,0.9714,40.0,1.0294420424130122,0,0,0,1
kimi,niah,16000,90.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,13689,6,0,13695,2.1,6,21,15682,v2-niah-16000-90-01-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.8217,166.66666666666666,1.2169891687963976,0,0,0,1
kimi,niah,16000,90.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,15834,6,0,15840,1.89,7,19,15875,v2-niah-16000-90-02-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.9504,166.66666666666666,1.0521885521885521,0,0,0,1
kimi,niah,16000,90.0,同店销售额同比增长了多少？,8.9%,8.9%,5992,5,0,5997,1.25,4,13,15916,v2-niah-16000-90-03-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.35982,200.0,2.7791673614585073,0,0,0,1
kimi,niah,16000,90.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42 张,15712,5,0,15717,2.4,4,23,15756,v2-niah-16000-90-04-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。""]",,,,,,,,1,1,1,not_required,lexical,3,0.94302,200.0,1.0604228966511846,0,0,0,1
kimi,niah,16000,90.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,5993,6,0,5999,1.06,5,18,15916,v2-niah-16000-90-06-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.35994,166.66666666666666,2.7782408179140967,0,0,0,1
kimi,niah,16000,90.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,15660,6,0,15666,2.63,6,21,15726,v2-niah-16000-90-07-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.93996,166.66666666666666,1.0638750585131282,0,0,0,1
kimi,niah,16000,90.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,17911,6,0,17917,2.73,5,16,15887,v2-niah-16000-90-08-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,1.07502,166.66666666666666,0.9302152518092686,0,0,0,1
kimi,niah,16000,90.0,同店销售额同比增长了多少？,8.9%,8.9%,16158,5,0,16163,1.96,4,13,15902,v2-niah-16000-90-09-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.96978,200.0,1.031161706778857,0,0,0,1
kimi,niah,16000,100.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42 张,5968,5,0,5973,1.13,4,23,15762,v2-niah-16000-100-00-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。""]",,,,,,,,1,1,1,not_required,lexical,3,0.35838,200.0,2.7903342820469894,0,0,0,1
kimi,niah,16000,100.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,13876,6,0,13882,2.15,5,16,15886,v2-niah-16000-100-01-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.83292,166.66666666666666,1.2005954953657014,0,0,0,1
kimi,niah,16000,100.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,13689,6,0,13695,2.3,6,21,15682,v2-niah-16000-100-03-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.8217,166.66666666666666,1.2169891687963976,0,0,0,1
kimi,niah,16000,100.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,16144,6,0,16150,2.72,5,16,15871,v2-niah-16000-100-04-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.969,166.66666666666666,1.0319917440660475,0,0,0,1
kimi,niah,16000,100.0,同店销售额同比增长了多少？,8.9%,8.9%,5991,5,0,5996,1.17,4,13,15916,v2-niah-16000-100-05-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.35976,200.0,2.779630865021125,0,0,0,1
kimi,niah,16000,100.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,15692,12,0,15704,2.78,15,20,15755,v2-niah-16000-100-06-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.94224,83.33333333333333,1.0613007301749025,0,0,0,1
kimi,niah,16000,100.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,14917,6,0,14923,3.85,7,19,15835,v2-niah-16000-100-07-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.89538,166.66666666666666,1.116844244901606,0,0,0,1
kimi,niah,16000,100.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,15848,6,0,15854,2.0,5,18,15898,v2-niah-16000-100-08-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.95124,166.66666666666666,1.0512594087717084,0,0,0,1
kimi,niah,16000,100.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,5992,12,0,6004,2.02,15,20,15751,v2-niah-16000-100-09-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.36024,83.33333333333333,2.77592715967133,0,0,0,1
kimi,niah,32000,0.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,31155,8,0,31163,6.56,10,20,31723,v2-niah-32000-0-00-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,1.86978,125.0,0.5348222785568356,0,0,0,1
kimi,niah,32000,0.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,31621,6,0,31627,6.65,7,19,31901,v2-niah-32000-0-01-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,1.89762,166.66666666666666,0.5269758961225113,0,0,0,1
kimi,niah,32000,0.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,13969,6,0,13975,3.01,5,18,31873,v2-niah-32000-0-02-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.8385,166.66666666666666,1.1926058437686344,0,0,0,1
kimi,niah,32000,0.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42 张,27360,5,0,27365,5.76,4,23,31696,v2-niah-32000-0-03-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""院务会最终批准的日间手术中心新增床位数为 42 张。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。""]",,,,,,,,1,1,1,not_required,lexical,3,1.6419,200.0,0.6090504902856447,0,0,0,1
kimi,niah,32000,0.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,13975,6,0,13981,3.35,5,16,31915,v2-niah-32000-0-04-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.83886,166.66666666666666,1.1920940323772737,0,0,0,1
kimi,niah,32000,0.0,同店销售额同比增长了多少？,8.9%,8.9%,31589,5,0,31594,6.62,4,13,31885,v2-niah-32000-0-05-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,1.89564,200.0,0.5275263235635458,0,0,0,1
kimi,niah,32000,0.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,31187,12,0,31199,6.52,15,20,31738,v2-niah-32000-0-06-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,1.87194,83.33333333333333,0.5342051561481672,0,0,0,1
kimi,niah,32000,0.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,13976,6,0,13982,3.07,7,19,31922,v2-niah-32000-0-07-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.83892,166.66666666666666,1.1920087731845705,0,0,0,1
kimi,niah,32000,0.0,区域配送的 SLA 指标是多少？,92.1%,92.1%,27534,6,0,27540,5.78,5,16,31919,v2-niah-32000-0-08-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,,,,,1,1,1,not_required,lexical,5,1.6524,166.66666666666666,0.6051803437424352,0,0,0,1
kimi,niah,32000,0.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,31163,6,0,31169,6.46,6,21,31738,v2-niah-32000-0-09-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,1,1,1,not_required,lexical,5,1.87014,166.66666666666666,0.534719325825874,0,0,0,1
kimi,niah,32000,10.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,27528,6,0,27534,5.92,5,18,31920,v2-niah-32000-10-01-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,1.65204,166.66666666666666,0.6053122200430983,0,0,0,1
kimi,niah,32000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,31198,6,0,31204,6.24,6,21,31745,v2-niah-32000-10-02-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,1,1,1,not_required,lexical,5,1.87224,166.66666666666666,0.5341195573217109,0,0,0,1
kimi,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,13975,6,0,13981,2.87,5,16,31915,v2-niah-32000-10-03-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.83886,166.66666666666666,1.1920940323772737,0,0,0,1
kimi,niah,32000,10.0,区域配送的 SLA 指标是多少？,92.1%,96.4% 的妥投率和 92.1% 的 24 小时履约率,27534,25,0,27559,6.2,28,16,31919,v2-niah-32000-10-04-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,,,,,0,1,1,not_required,lexical,5,1.65354,40.0,0.6047631142881333,0,0,0,1
kimi,niah,32000,10.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,27390,12,0,27402,5.67,15,20,31736,v2-niah-32000-10-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,1.64412,83.33333333333333,0.6082281098703257,0,0,0,1
kimi,niah,32000,10.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,31334,5,0,31339,6.66,4,21,31907,v2-niah-32000-10-06-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,1.88034,200.0,0.5318187136368955,0,0,0,1
kimi,niah,32000,10.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,31354,6,0,31360,6.32,5,18,31883,v2-niah-32000-10-07-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,1.8816,166.66666666666666,0.5314625850340137,0,0,0,1
kimi,niah,32000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,31198,6,0,31204,1.59,6,21,31745,v2-niah-32000-10-08-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,1,1,1,not_required,lexical,5,1.87224,166.66666666666666,0.5341195573217109,0,0,0,1
kimi,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,27529,6,0,27535,5.58,7,19,31914,v2-niah-32000-25-00-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,1.6521,166.66666666666666,0.6052902366684826,0,0,0,1
kimi,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,31589,5,0,31594,6.83,4,13,31885,v2-niah-32000-25-01-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,1.89564,200.0,0.5275263235635458,0,0,0,1
kimi,niah,32000,25.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,13941,6,0,13947,2.88,6,21,31766,v2-niah-32000-25-02-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.83682,166.66666666666666,1.195000119500012,0,0,0,1
kimi,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,31621,6,0,31627,5.91,7,19,31901,v2-niah-32000-25-03-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,1.89762,166.66666666666666,0.5269758961225113,0,0,0,1
kimi,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,31353,5,0,31358,6.37,4,13,31883,v2-niah-32000-25-04-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,1.88148,200.0,0.5314964814932925,0,0,0,1
kimi,niah,32000,25.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,13943,12,0,13955,3.14,15,20,31697,v2-niah-32000-25-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.8373,83.33333333333333,1.1943150603129105,0,0,0,1
kimi,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,31333,6,0,31339,6.33,7,19,31912,v2-niah-32000-25-06-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,1.88034,166.66666666666666,0.5318187136368955,0,0,0,1
kimi,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,31589,5,0,31594,1.45,4,13,31885,v2-niah-32000-25-07-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,1.89564,200.0,0.5275263235635458,0,0,0,1
kimi,niah,32000,25.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,31198,6,0,31204,6.3,6,21,31745,v2-niah-32000-25-08-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,1.87224,166.66666666666666,0.5341195573217109,0,0,0,1
kimi,niah,4000,10.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,,0,0,0,0,0.0,0,20,3735,v2-niah-4000-10-00-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,"Error code: 400 - {'error': {'code': 400, 'message': 'The request was rejected because it was considered high risk', 'param': 'prompt', 'type': 'content_filter'}}",,,,0,0,0,not_required,lexical,10,0.0,0.0,0.0,1,1,0,0
kimi,niah,4000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,,0,0,0,0,0.0,0,21,3747,v2-niah-4000-10-06-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,"Error code: 400 - {'error': {'code': 400, 'message': 'The request was rejected because it was considered high risk', 'param': 'prompt', 'type': 'content_filter'}}",,,,0,0,0,not_required,lexical,5,0.0,0.0,0.0,1,1,0,0
kimi,niah,4000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,,0,0,0,0,0.0,0,20,3735,v2-niah-4000-50-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,"Error code: 400 - {'error': {'code': 400, 'message': 'The request was rejected because it was considered high risk', 'param': 'prompt', 'type': 'content_filter'}}",,,,0,0,0,not_required,lexical,10,0.0,0.0,0.0,1,1,0,0
